name,year,rating,metascore,num_votes
Shri Laxminath Gosai,2021,,,
Kotigobba 3,2021,,,
Asthi the Ashes,2021,,,
No Means No,2021,,,
Gaalib,2021,,,
Attack,2021,,,
'83,2021,,,
Minnal Murali,2021,,,
Kurup,2021,,,
Tejas,2021,,,
Bhool Bhulaiyaa 2,2021,,,
Brahmastra,2021,,,
Shabaash Mithu,2021,,,
Tom Dick and Harry Returns,2021,,,
Desert Tears,2021,,,
Aankhen 2,2021,,,
Jersey,2021,,,
Liger,2021,,,
San' 75 (Pachattar),2021,,,
Aayaam,2021,,,
Deja Vu,II) (2021,,,
Go Goa Gone 2,2021,,,
Kabhi Eid Kabhi Diwali,2021,,,
Kun Faya Kun,2021,,,
Desi Magic,2021,,,
Tomchi,2021,,,
Koochie Koochie Hota Hai,2021,,,
Tujhe Dekha - Single,2021,,,
Red Mercury Mission in India,2021,,,
VanRakshak,2021,,,
Premaatur,2021,,,
Not Reachable,2021,,,
B.A. Pass 3,2021,,,
A Mistake (Ek Galti),2021,,,
Papiha 2021,2021,,,
I am Draupadi,2021,,,
Guilty,2021,,,
Nyay: The Justice,2021,,,
Dilli Kaand,2021,,,
Sitapur: The City of Gangsters,2021,,,
Qala,2021,,,
A Separate Sky,2021,,,
Peekaboo,2021,,,
State of Siege: Temple Attack,2021,,,
The Rapist 2021,2021,,,
Ittar,2021,,,
Joy,II) (2021,,,
Alpha Beta Gamma,2021,,,
Destination Zindagi,2021,,,
I am not a Player,2021,,,
Dekh Mujhe Bhi - Syed Fardeen and Shweta Jean,2021,,,
Mrs Undercover,2021,,,
Tape Recorder,2021,,,
Raghu in Mumbai,2021,,,
Junglemahal,2021,,,
RK/RKAY,2021,,,
Green,II) (2021,,,
Fiza Mein Tapish,2021,,,
Dilbar,2021,,,
Raag,2021,,,
Come on Yaar,2021,,,
Kake,2021,,,
Someone,II) (2021,,,
Whats the plan dude,2021,,,
Atlas,II) (2021,,,
The Closed Door,2021,,,
Bulbul Tarang,2021,,,
Ab Ye Galtiyan Na Ho,2021,,,
Penthouse,2021,,,
Darlings,2021,,,
Women Diaries,2021,,,
The Birth 10000 bc,2021,,,
The Purple Night,2021,,,
Dasvi,2021,,,
Woh Ladki Hai Kahaan,2021,,,
L.A.C.,2021,,,
Bollywood Zindabad,2021,,,
Gadera,2021,,,
Karma,II) (2021,,,
Raka,2021,,,
Dobaaraa,2021,,,
Raghav Radio,2021,,,
All in a Night,2021,,,
Aa Bhi Ja O Piya,2021,,,
The Right Click,2021,,,
Bolo Hau,2021,,,
Scary Forest,2021,,,
Dehati Disco,2021,,,
Queen of Sajjangarh,2021,,,
Oh My Kadavule Hindi Remake,2021,,,
Risknamaa 2,2021,,,
Sher Gujjar,2021,,,
Priti the dark shadow of society,2021,,,
Anek,2021,,,
Sanak,2021,,,
Bhanwar Jindagi,2021,,,
Gotakhor,2021,,,
Damned Graveyard,2021,,,
Atithi Bhooto Bhava,2021,,,
Fauja,2021,,,
India Lockdown,2021,,,
Maarrich,2021,,,
Not Today,I) (2021,,,
Guthlee,2021,,,
Return Ticket,2021,,,
"Indradhanush, the Grey Shades of Love",2021,,,
D Company,2021,,,
Deep Inside,2021,,,
Good Luck Jerry,2021,,,
Shoe Maker,2021,,,
Thank God,2021,,,
Jaadugar,2021,,,
Dhananjay,2021,,,
Maila,2021,,,
Mumbaikar,2021,,,
Bidi Bakda,2021,,,
Dhyey,2021,,,
Banda Yeh Bindaas Hai,2021,,,
Afra Tafri,2021,,,
Gokula Krishna,2021,,,
Taalismaan,2021,,,
Toolsidas Junior,2021,,,
Evil Dead is Back,2021,,,
Naam,2021,,,
Apne 2,2021,,,
Chatrapathi Hindi Remake,2021,,,
Untitled Indian Comedy/Drama,2021,,,
Janhit Mein Jaari,2021,,,
Bhaijan,2021,,,
Hanak,2021,,,
Dhamaka,2021,,,
Mehak Sugandh,2021,,,
Antim: The Final Truth,2021,,,
Lubdh,2021,,,
The Lift,2021,,,
Untimely Death,2021,,,
Sonam Gupta Bewafa Hai,2021,,,
Jug Jugg Jeeyo,2021,,,
The Incomplete Man,2021,,,
Anaamika,2021,,,
The Love Style,2021,,,
Mere Jinvar Mere Guruvar,2021,,,
The Killer Pen,2021,,,
Anubhuti,2021,,,
Love Hostel,2021,,,
Nagin,2021,,,
The Dark Jungle,2021,,,
Sangeen,2021,,,
Justice For Good Content,2021,,,
12 Bulbule,2021,,,
Wedlock,2021,,,
Sakshi,2021,,,
Hush,2021,,,
Unfair & Lovely,2021,,,
The Lipstick Boy,2021,,,
The Battle of Bhima Koregaon,2021,,,
Untitled Sejal Shah Project,2021,,,
Legends of Vikasnagar,2021,,,
Love You Pappu,2021,,,
The Last Show,2021,,,
Taxi No. 24,2021,,,
Guest Unwanted,2021,,,
Gamanam,2021,,,
Body,I) (2021,,,
Sarhad Wale Daddy,2021,,,
Feraa,2021,,,
Dharma Productions,2021,,,
Shashank,2021,,,
The Chase,II) (2021,,,
Woh 3 Din,2021,,,
Pippa,2021,,,
14 Phere,2021,,,
Aham Brahmasmi,2021,,,
Jogira Sara Ra Ra,2021,,,
